id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,possibly_sensitive,hashtags,original_author,user_mentions,followers_count,friends_count,place,place_coord_boundaries
1283799918939975680,Thu Jul 16 16:25:27 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minister of Health Lizzie Nkosi announces one new #COVID19 death in Eswatini, taking the total number of #COVID19 d… https://t.co/SX7Sfmulop",Minister Health Lizzie Nkosi announces one new death Eswatini taking total number,"Sentiment(polarity=0.06818181818181818, subjectivity=0.6022727272727273)",0.06818181818181818,0.6022727272727273,en,52,22,EswatiniGovern1,False,"COVID19, COVID19",,11279,82,,Eswatini 
1283444273149620224,Wed Jul 15 16:52:14 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ministerial Statement: Minister of Health Lizzie Nkosi's #COVID19 update on 15 July 2020:

New cases: 55
Total case… https://t.co/3Ge4J1KV9C",Ministerial Statement Minister Health Lizzie Nkosi 's update July New cases Total case,"Sentiment(polarity=0.06818181818181818, subjectivity=0.6022727272727273)",0.06818181818181818,0.6022727272727273,en,28,13,EswatiniGovern1,False,COVID19,,11279,82,,Eswatini 
1283332522777157632,Wed Jul 15 09:28:11 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ambassador Aragones: “When this project is implemented, it will run for the next eight months. It is earmarked to r… https://t.co/TFp9F4PE0d",Ambassador Aragones When project implemented run next eight months It earmarked r,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,9,2,EswatiniGovern1,,,,11279,82,,Eswatini 
1283332518964600839,Wed Jul 15 09:28:10 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Ambassador Aragones: “This assistance is part of the bigger support the EU is providing to the #COVID19 response in… https://t.co/61btdfLM6b,Ambassador Aragones This assistance part bigger support EU providing response,"Sentiment(polarity=0.0, subjectivity=0.5)",0.0,0.5,en,11,2,EswatiniGovern1,False,COVID19,,11279,82,,Eswatini 
1283332516586422273,Wed Jul 15 09:28:09 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",PM: “This support is significant as it adds to the ongoing food assistance programme which has already benefited ov… https://t.co/FZWix2DJQn,PM This support significant adds ongoing food assistance programme already benefited ov,"Sentiment(polarity=0.375, subjectivity=0.875)",0.375,0.875,en,3,0,EswatiniGovern1,,,,11279,82,,Eswatini 
1283332512966680578,Wed Jul 15 09:28:08 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Prime Minister: “The EU is showing, yet again, the kind of friend &amp; collaborator it is to this Kingdom. It is impor… https://t.co/71rxEQx06H",Prime Minister The EU showing yet kind friend amp collaborator Kingdom It impor,"Sentiment(polarity=0.6, subjectivity=0.9)",0.6,0.9,en,4,0,EswatiniGovern1,False,,,11279,82,,Eswatini 
1283332508998934529,Wed Jul 15 09:28:07 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Prime Minister Ambrose Dlamini has this morning received E46.6 million from @EUinEswatini Ambassador Esmeralda Hern… https://t.co/W1T84rA1Yy,Prime Minister Ambrose Dlamini morning received E46.6 million Ambassador Esmeralda Hern,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,32,8,EswatiniGovern1,False,,EUinEswatini,11279,82,,Eswatini 
1283317063767990272,Wed Jul 15 08:26:45 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[WATCH LIVE]: Prime Minister Ambrose Mandvulo Dlamini receives #COVID19 aid from the European Union.  https://t.co/ybzWcP9yUn,WATCH LIVE Prime Minister Ambrose Mandvulo Dlamini receives aid European Union,"Sentiment(polarity=0.06818181818181818, subjectivity=0.25)",0.06818181818181818,0.25,en,26,10,EswatiniGovern1,False,COVID19,,11279,82,,Eswatini 
1283074517108174848,Tue Jul 14 16:22:57 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ministerial Statement: Minister of Health Lizzie Nkosi's #COVID19 update on 14 July 2020:

New cases: 45
Total case… https://t.co/8nLU6Mm54v",Ministerial Statement Minister Health Lizzie Nkosi 's update July New cases Total case,"Sentiment(polarity=0.06818181818181818, subjectivity=0.6022727272727273)",0.06818181818181818,0.6022727272727273,en,49,15,EswatiniGovern1,False,COVID19,,11279,82,,Eswatini 
1282751407796428802,Mon Jul 13 18:59:02 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Premier Eswatini Reps.: ""We have identified the source of the problem &amp; rectified it. We traced it to the wheat we… https://t.co/S74DJuJgNt",Premier Eswatini Reps. `` We identified source problem amp rectified We traced wheat,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,9,1,EswatiniGovern1,False,,,11279,82,,Eswatini 
1282751373860311042,Mon Jul 13 18:58:54 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minister Khumalo: ""We were worried after the complaints last week &amp;  wanted to find out what the problem was &amp; furt… https://t.co/dEdyOpIo0O",Minister Khumalo `` We worried complaints last week amp wanted find problem amp furt,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0.0,0.06666666666666668,en,9,0,EswatiniGovern1,False,,,11279,82,,Eswatini 
1282751358676934660,Mon Jul 13 18:58:50 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Commerce &amp; Labour Ministers Manqoba Khumalo &amp; Makhosi Vilakati have today visited the Premier Eswatini Mill to asce… https://t.co/QA9x31ufpT,Commerce amp Labour Ministers Manqoba Khumalo amp Makhosi Vilakati today visited Premier Eswatini Mill asce,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,28,3,EswatiniGovern1,False,,,11279,82,,Eswatini 
1282717602263990272,Mon Jul 13 16:44:42 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ministerial Statement: Minister of Health Lizzie Nkosi's #COVID19 update on 13 July 2020:

New cases: 38
Total case… https://t.co/JqNHuOfdjU",Ministerial Statement Minister Health Lizzie Nkosi 's update July New cases Total case,"Sentiment(polarity=0.06818181818181818, subjectivity=0.6022727272727273)",0.06818181818181818,0.6022727272727273,en,39,16,EswatiniGovern1,False,COVID19,,11279,82,,Eswatini 
1282691147018784768,Mon Jul 13 14:59:35 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minister of Tourism Moses Vilakati has launched #COVID19 health &amp; safety guidelines for Eswatini Tourism. The Guide… https://t.co/nwwDhAybd2,Minister Tourism Moses Vilakati launched health amp safety guidelines Eswatini Tourism The Guide,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,23,6,EswatiniGovern1,False,COVID19,,11279,82,,Eswatini 
1282663893828014081,Mon Jul 13 13:11:17 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Equatorial Guinea Minister Juan Antonio Bibang Nchuchuma: ""This is part of our contribution in helping Eswatini &amp; w… https://t.co/xsK84bkIBT",Equatorial Guinea Minister Juan Antonio Bibang Nchuchuma `` This part contribution helping Eswatini amp w,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,3,0,EswatiniGovern1,False,,,11279,82,,Eswatini 
1282663881794609152,Mon Jul 13 13:11:14 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PM: ""We are mindful of the fact that Equatorial Guinea has made this great sacrifice out of the desire to extend th… https://t.co/JYsTRy1Vfa",PM `` We mindful fact Equatorial Guinea made great sacrifice desire extend th,"Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75,en,1,0,EswatiniGovern1,False,,,11279,82,,Eswatini 
1282663875318624259,Mon Jul 13 13:11:13 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Prime Minister: ""It is pleasing to see that the warm &amp; friendly relations between the Kingdom of Eswatini &amp; the Rep… https://t.co/2DhlPoTFfS",Prime Minister `` It pleasing see warm amp friendly relations Kingdom Eswatini amp Rep,"Sentiment(polarity=0.4875, subjectivity=0.55)",0.4875,0.55,en,3,0,EswatiniGovern1,False,,,11279,82,,Eswatini 
1282663870755155975,Mon Jul 13 13:11:12 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Prime Minister Ambrose Mandvulo Dlamini has this afternoon received, on behalf of His Majesty King Mswati III, medi… https://t.co/ZDzfsFzhte",Prime Minister Ambrose Mandvulo Dlamini afternoon received behalf His Majesty King Mswati III medi,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,41,8,EswatiniGovern1,False,,,11279,82,,Eswatini 
1282647500697022464,Mon Jul 13 12:06:09 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[WATCH LIVE]: Prime Minister Ambrose Mandvulo Dlamini receives, on behalf of His Majesty King Mswati III, medical s… https://t.co/HPZQeUlDas",WATCH LIVE Prime Minister Ambrose Mandvulo Dlamini receives behalf His Majesty King Mswati III medical,"Sentiment(polarity=0.06818181818181818, subjectivity=0.25)",0.06818181818181818,0.25,en,5,2,EswatiniGovern1,False,,,11279,82,,Eswatini 
1282640710320168965,Mon Jul 13 11:39:10 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[WATCH LIVE] Prime Minister Ambrose Mandvulo Dlamini receives, on behalf of His Majesty King Mswati III, medical su… https://t.co/kg3dSQi1fP",WATCH LIVE Prime Minister Ambrose Mandvulo Dlamini receives behalf His Majesty King Mswati III medical su,"Sentiment(polarity=0.06818181818181818, subjectivity=0.25)",0.06818181818181818,0.25,en,20,6,EswatiniGovern1,False,,,11279,82,,Eswatini 
1282409049393377280,Sun Jul 12 20:18:38 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[WATCH]: Minister of Sports, Culture &amp; Youth Affairs Harries Bulunga's message to Gospel Artists. ""Gospel music giv… https://t.co/AUg9uqG5UA",WATCH Minister Sports Culture amp Youth Affairs Harries Bulunga 's message Gospel Artists `` Gospel music giv,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,23,3,EswatiniGovern1,False,,,11279,82,,Eswatini 
1282361025883525122,Sun Jul 12 17:07:48 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minister of Health Lizzie Nkosi announces two new #COVID19 deaths in Eswatini, taking the total number of #COVID19… https://t.co/zdHeMUbn0x",Minister Health Lizzie Nkosi announces two new deaths Eswatini taking total number,"Sentiment(polarity=0.06818181818181818, subjectivity=0.6022727272727273)",0.06818181818181818,0.6022727272727273,en,63,33,EswatiniGovern1,False,"COVID19, COVID19",,11279,82,,Eswatini 
1282002710112415744,Sat Jul 11 17:23:59 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minister of Health Lizzie Nkosi's #COVID19 update on 11 July 2020:

New cases: 54
Total cases: 1311

New recoveries… https://t.co/yXLPwIbriu",Minister Health Lizzie Nkosi 's update July New cases Total cases New recoveries,"Sentiment(polarity=0.0909090909090909, subjectivity=0.5530303030303031)",0.0909090909090909,0.5530303030303031,en,40,12,EswatiniGovern1,False,COVID19,,11279,82,,Eswatini 
1281963435270578178,Sat Jul 11 14:47:55 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minister Bulunga. ""It is our goal to make Eswatini a leading centre for artistic expression &amp; see our hugely talent… https://t.co/tpsIimwdAT",Minister Bulunga `` It goal make Eswatini leading centre artistic expression amp see hugely talent,"Sentiment(polarity=0.3666666666666667, subjectivity=0.95)",0.3666666666666667,0.95,en,3,1,EswatiniGovern1,,,,11279,82,,Eswatini 
1281963430585532417,Sat Jul 11 14:47:54 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minister Bulunga has further reiterated Government's commitment to the Arts. ""Government has mandated our Ministry… https://t.co/4D1guyhT5L",Minister Bulunga reiterated Government 's commitment Arts `` Government mandated Ministry,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,7,2,EswatiniGovern1,False,,,11279,82,,Eswatini 
1281963362868502529,Sat Jul 11 14:47:38 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minister Bulunga: ""We have to adapt to this new normal. Our fight against #COVID19 requires us to be resolute &amp; inn… https://t.co/1syd3oTGii",Minister Bulunga `` We adapt new normal Our fight requires us resolute amp inn,"Sentiment(polarity=0.1431818181818182, subjectivity=0.5522727272727272)",0.1431818181818182,0.5522727272727272,en,4,0,EswatiniGovern1,,COVID19,,11279,82,,Eswatini 
1281963355360632832,Sat Jul 11 14:47:36 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minister Bulunga: ""We should support our artists as they reroute their work towards the digital platforms. By buyin… https://t.co/f6MzkzORiw",Minister Bulunga `` We support artists reroute work towards digital platforms By buyin,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,5,0,EswatiniGovern1,,,,11279,82,,Eswatini 
1281963351405400071,Sat Jul 11 14:47:35 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minister of Sports, Culture &amp; Youth Affairs Harries Bulunga has called on Emaswati to support local artists as they… https://t.co/AoqoC2NIcc",Minister Sports Culture amp Youth Affairs Harries Bulunga called Emaswati support local artists,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,31,7,EswatiniGovern1,False,,,11279,82,,Eswatini 
1281851838971686912,Sat Jul 11 07:24:28 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","6. Plan to avoid possible fuel shortages:

In noting the volatility of fuel supply from South Africa, Government wi… https://t.co/bydmyCRMkA",Plan avoid possible fuel shortages In noting volatility fuel supply South Africa Government wi,"Sentiment(polarity=0.0, subjectivity=1.0)",0.0,1.0,en,6,1,EswatiniGovern1,,,,11279,82,,Eswatini 
1281851835049967616,Sat Jul 11 07:24:27 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","5. Successful reopening of schools:

Before their opening on 06 July, 275 schools were supplied with masks, sanitiz… https://t.co/KeBUwbxeC5",Successful reopening schools Before opening July schools supplied masks sanitiz,"Sentiment(polarity=0.75, subjectivity=0.95)",0.75,0.95,en,4,0,EswatiniGovern1,,,,11279,82,,Eswatini 
1281851827466706944,Sat Jul 11 07:24:25 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","3. Health six-point plan for Manzini Region:

Government is embarking on a ‘Door to Door Campaign’ contained in a s… https://t.co/7HuIKw1DJk",Health six-point plan Manzini Region Government embarking Door Door Campaign contained,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,2,0,EswatiniGovern1,,,,11279,82,,Eswatini 
1281851819250130946,Sat Jul 11 07:24:24 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1. Reopening of select Sporting activities:

Government is beginning a phased reopening of sporting activities from… https://t.co/iqlTg60xtP",Reopening select Sporting activities Government beginning phased reopening sporting activities,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,3,0,EswatiniGovern1,,,,11279,82,,Eswatini 
1281851814351167488,Sat Jul 11 07:24:22 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Prime Minister Ambrose Mandvulo Dlamini announced new measures in Government's response to #COVID19 yesterday, amon… https://t.co/hE68WPK6NN",Prime Minister Ambrose Mandvulo Dlamini announced new measures Government 's response yesterday amon,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.4545454545454545,en,21,3,EswatiniGovern1,False,COVID19,,11279,82,,Eswatini 
1281667212466692102,Fri Jul 10 19:10:50 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Head of @UNFPAEswatini Margaret Thwala-Tembe: ""#COVID19 threatens to reverse progress made on SDGs. The time to put… https://t.co/nqQPCKkUn9",Head Margaret Thwala-Tembe `` threatens reverse progress made SDGs The time put,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,6,2,EswatiniGovern1,False,COVID19,UNFPAEswatini,11279,82,,Eswatini 
1281667193084747776,Fri Jul 10 19:10:45 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minister Tambo: ""The theme for this year’s commemoration is very appropriate in that there is an urgent need to put… https://t.co/IlolfU3tTx",Minister Tambo `` The theme years commemoration appropriate urgent need put,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,en,1,0,EswatiniGovern1,,,,11279,82,,Eswatini 
1281667186613006337,Fri Jul 10 19:10:44 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minister of Economic Planning Dr. Tambo Gina virtually joined various stakeholders today in commemorating the 2020… https://t.co/WlEvGkcdyF,Minister Economic Planning Dr. Tambo Gina virtually joined various stakeholders today commemorating,"Sentiment(polarity=0.1, subjectivity=0.35)",0.1,0.35,en,11,3,EswatiniGovern1,False,,,11279,82,,Eswatini 
1281635364273369090,Fri Jul 10 17:04:17 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minister of Health Lizzie Nkosi announces one new #COVID19 related death in Eswatini, taking the total number of… https://t.co/wlrJh8DOXo",Minister Health Lizzie Nkosi announces one new related death Eswatini taking total number,"Sentiment(polarity=0.04545454545454545, subjectivity=0.5348484848484848)",0.04545454545454545,0.5348484848484848,en,26,16,EswatiniGovern1,False,COVID19,,11279,82,,Eswatini 
1281599853232033792,Fri Jul 10 14:43:10 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minister Nkosi: “Ten Teams will be deployed for these places &amp; one for the region’s schools. We will identify &amp; tes… https://t.co/ZjBv4rZXNu,Minister Nkosi Ten Teams deployed places amp one regions schools We identify amp tes,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,7,1,EswatiniGovern1,False,,,11279,82,,Eswatini 
1281599849738231808,Fri Jul 10 14:43:09 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minister Nkosi: “The plan is to Educate, Find, Test, Treat, Isolate and Trace. The target areas in the Manzini regi… https://t.co/OttXYCGS5P",Minister Nkosi The plan Educate Find Test Treat Isolate Trace The target areas Manzini regi,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,4,2,EswatiniGovern1,False,,,11279,82,,Eswatini 
1281599845745201152,Fri Jul 10 14:43:08 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minister of Health Lizzie Nkosi has broken down the Ministry’s six-point plan meant to respond to the spread of… https://t.co/ebCQUlkmlg,Minister Health Lizzie Nkosi broken Ministrys six-point plan meant respond spread,"Sentiment(polarity=-0.4, subjectivity=0.4)",-0.4,0.4,en,20,5,EswatiniGovern1,False,,,11279,82,,Eswatini 
1281585734932213761,Fri Jul 10 13:47:04 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[WATCH LIVE]: Minister of Health Lizzie Nkosi provides #COVID19 updates. https://t.co/9RGiSvKeQD,WATCH LIVE Minister Health Lizzie Nkosi provides updates,"Sentiment(polarity=0.13636363636363635, subjectivity=0.5)",0.13636363636363635,0.5,en,5,2,EswatiniGovern1,False,COVID19,,11279,82,,Eswatini 
1281583378995785728,Fri Jul 10 13:37:42 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Prime Minister’s Statement in full: https://t.co/3a58h0w4M0 https://t.co/ngRLKOG3aP,Prime Ministers Statement full,"Sentiment(polarity=0.35, subjectivity=0.55)",0.35,0.55,en,3,2,EswatiniGovern1,False,,,11279,82,,Eswatini 
1281583374419800065,Fri Jul 10 13:37:41 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",PM: “Low risk sports are non-contact sports where social distancing is possible. Medium risk have moderate risks to… https://t.co/0acWz6Trbk,PM Low risk sports non-contact sports social distancing possible Medium risk moderate risks,"Sentiment(polarity=0.008333333333333333, subjectivity=0.5166666666666666)",0.008333333333333333,0.5166666666666666,en,3,0,EswatiniGovern1,,,,11279,82,,Eswatini 
1281583370661769222,Fri Jul 10 13:37:40 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",The Prime Minister has also announced the reopening of selected sporting activities in the country. “Government is… https://t.co/H0l2HiRUt8,The Prime Minister also announced reopening selected sporting activities country Government,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,3,1,EswatiniGovern1,False,,,11279,82,,Eswatini 
1281583364265390080,Fri Jul 10 13:37:39 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PM: “The plan will later spread throughout the country. It will focus on education, finding cases, testing, treatin… https://t.co/SVJhjPxpNb",PM The plan later spread throughout country It focus education finding cases testing treatin,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,4,0,EswatiniGovern1,,,,11279,82,,Eswatini 
1281583360641507328,Fri Jul 10 13:37:38 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",PM: “Government has also rehabilitated 50 boreholes in communities across the country where people did not have acc… https://t.co/kTFK1n4mL5,PM Government also rehabilitated boreholes communities across country people acc,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,1,0,EswatiniGovern1,False,,,11279,82,,Eswatini 
1281583357919363073,Fri Jul 10 13:37:37 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PM: “The success of this program is a result of assistance from the Kirsh Foundation, development partners &amp; compan… https://t.co/gX4lQXWeSo",PM The success program result assistance Kirsh Foundation development partners amp compan,"Sentiment(polarity=0.3, subjectivity=0.0)",0.3,0.0,en,1,0,EswatiniGovern1,,,,11279,82,,Eswatini 
1281583353444159488,Fri Jul 10 13:37:36 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Prime Minister: “All employers who laid off their employees without pay due to #COVID19 are encouraged to file clai… https://t.co/BvuEVGrPD6,Prime Minister All employers laid employees without pay due encouraged file clai,"Sentiment(polarity=-0.125, subjectivity=0.375)",-0.125,0.375,en,1,0,EswatiniGovern1,False,COVID19,,11279,82,,Eswatini 
1281583349727997954,Fri Jul 10 13:37:35 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Prime Minister Ambrose Mandvulo Dlamini has announced that the first batch of Government #COVID19 payment for laid-… https://t.co/fq4xbSIo3o,Prime Minister Ambrose Mandvulo Dlamini announced first batch Government payment laid-,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.3333333333333333,en,20,3,EswatiniGovern1,False,COVID19,,11279,82,,Eswatini 
1281572696959197184,Fri Jul 10 12:55:16 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[WATCH LIVE]: Prime Minister Ambrose Mandvulo Dlamini provides updates on Government's response to #COVID19. https://t.co/AbEMk1jBzz,WATCH LIVE Prime Minister Ambrose Mandvulo Dlamini provides updates Government 's response,"Sentiment(polarity=0.13636363636363635, subjectivity=0.5)",0.13636363636363635,0.5,en,7,9,EswatiniGovern1,False,COVID19,,11279,82,,Eswatini 
1281572227918499845,Fri Jul 10 12:53:24 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[WATCH LIVE]: Prime Minister Ambrose Mandvulo Dlamini provides updates on Government's response to #COVID19. https://t.co/Vc1QQoepd1,WATCH LIVE Prime Minister Ambrose Mandvulo Dlamini provides updates Government 's response,"Sentiment(polarity=0.13636363636363635, subjectivity=0.5)",0.13636363636363635,0.5,en,7,1,EswatiniGovern1,False,COVID19,,11279,82,,Eswatini 
1281544193119342592,Fri Jul 10 11:02:00 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Prime Minister Ambrose Mandvulo Dlamini will hold a press briefing from Cabinet Offices at 14:30 to provide updates… https://t.co/5ECyUlO3mQ,Prime Minister Ambrose Mandvulo Dlamini hold press briefing Cabinet Offices :30 provide updates,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,40,5,EswatiniGovern1,,,,11279,82,,Eswatini 
1281281594502889474,Thu Jul 09 17:38:31 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",09 July Health update cont.: https://t.co/g1q6yPOZHy,July Health update cont,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,5,1,EswatiniGovern1,False,,,11279,82,,Eswatini 
1281281565490843648,Thu Jul 09 17:38:24 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minister of Health Lizzie Nkosi has announced a third #COVID19 related death recorded today, taking the total numbe… https://t.co/ZVBijFpBgi",Minister Health Lizzie Nkosi announced third related death recorded today taking total numbe,"Sentiment(polarity=0.0, subjectivity=0.3833333333333333)",0.0,0.3833333333333333,en,52,27,EswatiniGovern1,False,COVID19,,11279,82,,Eswatini 
1281239582382718977,Thu Jul 09 14:51:35 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minister Nkosi: “We continue to urge the nation to continue wearing face masks, frequently washing hands and keepin… https://t.co/h1AGNzwWrW",Minister Nkosi We continue urge nation continue wearing face masks frequently washing hands keepin,"Sentiment(polarity=0.1, subjectivity=0.3)",0.1,0.3,en,14,1,EswatiniGovern1,,,,11279,82,,Eswatini 
1281239578653966337,Thu Jul 09 14:51:34 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minister Nkosi: “The Ministry is deploying teams to find and test all symptomatic cases in the Manzini region hotsp… https://t.co/SdhB5nbr04,Minister Nkosi The Ministry deploying teams find test symptomatic cases Manzini region hotsp,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,18,3,EswatiniGovern1,False,,,11279,82,,Eswatini 
1281239535226101765,Thu Jul 09 14:51:24 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minister Nkosi: “I urge health care workers not to lose hope. Let us continue to have courage and serve the Nation… https://t.co/KDJFDvrTG0,Minister Nkosi I urge health care workers lose hope Let us continue courage serve Nation,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,3,1,EswatiniGovern1,False,,,11279,82,,Eswatini 
1281239531107373056,Thu Jul 09 14:51:23 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minister of Health Lizzie Nkosi has announced two more #COVID19 related deaths in Eswatini, taking the total number… https://t.co/KA1qr1KpAF",Minister Health Lizzie Nkosi announced two related deaths Eswatini taking total number,"Sentiment(polarity=0.0, subjectivity=0.575)",0.0,0.575,en,49,16,EswatiniGovern1,False,COVID19,,11279,82,,Eswatini 
